node,centrality,community,density,betwness,closeness,eign,volatility,type,name
855,6,13,0.09730848861283643,0.0,0.16970538935678778,0.0003658086145900758,2,outandin,Chenyang Ji
5760,6,13,0.09730848861283643,0.0,0.17095377385992733,0.001273663098469476,2,outandin,Tianyi Lao
6439,6,13,0.09730848861283643,0.0,0.1840311689778153,0.0006522948935757018,1,incoming,Yuhong Li
2703,7,13,0.09730848861283643,0.0,0.17926146265441623,0.0005731819315480432,2,outandin,Jiahui Chen
6541,7,13,0.09730848861283643,0.0,0.17926146265441623,0.0005731819315480432,2,outandin,Zhibin Wang
367,7,13,0.09730848861283643,0.0,0.16958155296642236,0.00044355440289540804,2,outandin,Anqi Cao
6527,7,13,0.09730848861283643,0.0,0.16958155296642236,0.00044355440289540804,1,incoming,Zheng Zhou
2317,7,13,0.09730848861283643,0.0,0.17851786771023598,0.0007357619513040405,1,incoming,Hongye Liang
5342,7,13,0.09730848861283643,0.0,0.17851786771023598,0.0007357619513040405,1,incoming,Shoubin Cheng
5086,7,13,0.09730848861283643,0.0,0.17097892891788197,0.0013898678380865408,2,outandin,Rusheng Pan
3283,7,13,0.09730848861283643,0.000702649459952324,0.15781241354419745,0.007369422109841208,1,incoming,Khairi Reda
2029,7,13,0.09730848861283643,0.0,0.1548471216585722,0.0009679605257703623,2,outandin,Gregory Guterman
2218,7,13,0.09730848861283643,0.0,0.1548471216585722,0.0009679605257703623,2,outandin,Harris A. Lewin
1360,7,13,0.09730848861283643,0.0,0.1548471216585722,0.0009679605257703623,2,outandin,Denis M. Larkin
2474,7,13,0.09730848861283643,0.0,0.1548471216585722,0.0009679605257703623,2,outandin,Jaebum Kim
2710,7,13,0.09730848861283643,0.0,0.1548471216585722,0.0009679605257703623,2,outandin,Jian Ma 0004
3805,7,13,0.09730848861283643,0.0,0.1548471216585722,0.0009679605257703623,2,outandin,Marta Farre
2314,7,13,0.09730848861283643,0.0,0.1914918920444835,0.0008702103078560905,2,outandin,Hongsen Liao
3460,7,13,0.09730848861283643,0.0,0.1914918920444835,0.0008702103078560905,3,incoming,Li Chen
5723,7,13,0.09730848861283643,0.0,0.1914918920444835,0.0008702103078560905,2,outandin,Thomas M. Hamill
3149,7,13,0.09730848861283643,0.0,0.1914918920444835,0.0008702103078560905,2,outandin,Kan Dai
1469,8,13,0.09730848861283643,4.636127021720352e-05,0.19333990032045356,0.000955599480643491,1,incoming,Dongyu Liu
6254,8,13,0.09730848861283643,2.2339459706763314e-07,0.17100409137982722,0.0014649551686690477,1,incoming,Xumeng Wang
2352,8,13,0.09730848861283643,2.2339459706763314e-07,0.17100409137982722,0.0014649551686690477,2,outandin,Huihua Guan
6049,8,13,0.09730848861283643,2.2339459706763314e-07,0.17100409137982722,0.0014649551686690477,2,outandin,Wenlong Chen
3490,8,13,0.09730848861283643,0.013952268921418048,0.19644510582010583,0.00038505221804307853,1,,Lingyun Yu 0001
5636,10,13,0.09730848861283643,0.007257434028624521,0.17659161108296745,0.007292470216714304,1,incoming,Takanori Fujiwara
6587,10,13,0.09730848861283643,0.00019541932883029335,0.1793444668816061,0.00062304061568524,1,incoming,Zikun Deng
2744,10,13,0.09730848861283643,0.00017121500206673378,0.19340426113946835,0.0009224325500196832,1,incoming,Jie Bao 0003
6406,10,13,0.09730848861283643,0.00017121500206673378,0.19340426113946835,0.0009224325500196832,1,incoming,Yu Zheng 0004
3217,10,13,0.09730848861283643,5.674222765517881e-06,0.16980458876602747,0.0005152826786537175,2,outandin,Kejian Zhao
